,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
849,3379,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,23,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
850,3388,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,48,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
852,3392,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,37,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
862,3435,0,private,SF,1,0,0,0,0,0,37,0.0,0.0,0.0,0.0,0.05,255,2,0.01,0.67,0.16,0.0,0.49,0.0,admin,Probe,satan
873,3486,13678,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
876,3504,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,126,1,0.01,0.23,0.0,0.0,0.21,1.0,superuser,Probe,portsweep
880,3515,3,private,RSTR,0,0,0,0,0,0,323,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,technician,Probe,portsweep
885,3532,18438,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
888,3546,0,private,SF,1,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.8,255,12,0.05,0.94,0.03,0.0,0.9,0.0,technician,Probe,satan
891,3554,9375,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,technician,Probe,portsweep
892,3556,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,139,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
902,3613,0,private,SF,1,4,0,0,0,0,28,0.0,0.0,0.0,0.0,0.39,255,11,0.04,0.7,0.16,0.0,0.52,0.0,admin,Probe,satan
905,3629,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.55,0.02,0.0,0.51,1.0,superuser,Probe,portsweep
907,3635,0,klogin,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,1.0,0.0,0.0,1.0,1.0,admin,Probe,portsweep
910,3650,21927,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
916,3681,5290,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
921,3705,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,20,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
934,3760,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.8,0.0,0.0,0.79,1.0,admin,Probe,portsweep
939,3787,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,70,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
944,3813,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,106,1,0.01,0.11,0.0,0.0,0.07,1.0,admin,Probe,portsweep
946,3826,0,eco_i,SF,20,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,213,4,0.02,0.76,0.03,0.0,0.62,0.0,superuser,Probe,satan
952,3857,27,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,1.0,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
957,3870,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.38,0.0,0.0,0.36,1.0,technician,Probe,portsweep
961,3882,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
962,3888,0,other,SF,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.16,0.0,0.0,0.0,0.0,technician,Probe,satan
964,3898,0,private,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.08,255,46,0.18,0.39,0.16,0.0,0.2,0.0,superuser,Probe,satan
966,3908,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,48,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
974,3935,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,189,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
975,3936,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,192,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
976,3937,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,229,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
978,3944,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,28,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
981,3948,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,89,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
985,3962,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,20,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
988,3968,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,172,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
989,3970,0,other,SF,1,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.09,255,1,0.0,0.13,0.0,0.0,0.56,0.0,superuser,Probe,satan
990,3975,0,private,SF,1,74,0,0,0,0,29,0.0,0.0,0.0,0.0,0.52,255,15,0.06,0.75,0.16,0.0,0.57,0.0,superuser,Probe,satan
998,3996,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.58,0.0,0.0,0.58,1.0,admin,Probe,portsweep
999,3997,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1008,4022,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,212,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
1009,4025,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,28,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
1012,4045,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,249,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1021,4072,0,private,REJ,0,0,0,0,0,0,19,0.0,0.0,0.95,1.0,0.05,137,1,0.01,0.24,0.0,0.0,0.15,1.0,superuser,Probe,satan
1023,4076,0,other,SF,40,444,0,0,0,0,6,0.0,0.0,0.33,0.0,0.17,166,1,0.01,0.1,0.01,0.0,0.02,0.0,technician,Probe,satan
1026,4086,0,private,SF,1,0,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,79,11,0.14,0.06,0.0,0.0,0.0,0.0,technician,Probe,satan
1038,4121,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,212,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1046,4147,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,62,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1060,4198,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,61,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1062,4204,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,102,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
1065,4221,0,private,SF,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,255,4,0.02,0.28,0.0,0.0,0.0,0.0,superuser,Probe,satan
1071,4229,40053,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.48,0.0,0.0,0.96,1.0,superuser,Probe,portsweep
1074,4236,479,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
1098,4321,0,other,REJ,0,0,0,0,0,0,424,0.06,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,superuser,Probe,satan
1102,4345,1,private,RSTOS0,0,0,0,0,0,0,130,0.73,0.67,0.27,0.33,0.02,255,3,0.01,0.18,0.37,0.67,0.14,0.33,admin,Probe,portsweep
1104,4352,0,private,SF,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,255,1,0.0,1.0,0.22,0.0,0.78,0.0,superuser,Probe,satan
1119,4400,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,152,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
1128,4439,0,private,SF,1,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.29,255,2,0.01,0.76,0.03,0.0,0.7,0.0,superuser,Probe,satan
1130,4448,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,198,1,0.01,0.51,0.0,0.0,0.5,1.0,superuser,Probe,portsweep
1141,4504,0,other,REJ,0,0,0,0,0,0,511,0.12,0.0,0.88,1.0,0.0,255,1,0.0,1.0,0.0,0.0,1.0,1.0,superuser,Probe,satan
1143,4510,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,156,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
1144,4519,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,53,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1146,4527,0,private,REJ,0,0,0,0,0,0,511,0.07,0.0,0.92,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.87,1.0,superuser,Probe,satan
1147,4532,0,time,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,85,1,0.01,0.45,0.07,0.0,0.41,1.0,superuser,Probe,portsweep
1153,4547,1,smtp,SF,0,89,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,6,100,0.17,1.0,0.0,0.0,0.83,0.0,technician,Probe,ipsweep
1154,4550,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.91,0.0,0.0,0.9,1.0,admin,Probe,portsweep
1169,4589,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,47,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1172,4616,0,private,REJ,0,0,0,0,0,0,511,0.08,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.87,1.0,superuser,Probe,satan
1175,4631,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,53,1,0.02,1.0,0.0,0.0,0.91,1.0,superuser,Probe,ipsweep
1176,4636,0,other,SF,1,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.31,255,10,0.04,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
1185,4678,0,private,SF,1,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.25,255,49,0.19,0.21,0.0,0.0,0.0,0.0,admin,Probe,satan
1186,4679,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1189,4686,0,other,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.05,255,1,0.0,0.29,0.0,0.0,0.16,0.0,admin,Probe,satan
1195,4718,41254,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.29,0.0,0.0,0.56,1.0,technician,Probe,portsweep
1196,4721,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,84,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1200,4741,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,25,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1203,4759,0,private,REJ,0,0,0,0,0,0,209,0.01,0.0,0.96,1.0,0.0,255,1,0.0,0.84,0.01,0.0,0.8,1.0,technician,Probe,satan
1204,4764,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,129,1,0.01,0.92,0.94,1.0,0.0,0.0,superuser,Probe,nmap
1205,4768,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.4,0.0,0.0,0.38,1.0,superuser,Probe,portsweep
1206,4770,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1216,4812,0,private,SF,100,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,80,10,0.12,0.03,0.0,0.0,0.0,0.0,admin,Probe,nmap
1219,4832,0,private,REJ,0,0,0,0,0,0,509,0.04,0.0,0.95,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.94,1.0,admin,Probe,satan
1220,4839,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,40,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
1224,4873,30438,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,admin,Probe,portsweep
1230,4905,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,141,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1232,4916,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,28,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
1244,4958,0,private,REJ,0,0,0,0,0,0,154,0.04,0.0,0.88,1.0,0.01,255,1,0.0,0.61,0.02,0.0,0.54,1.0,admin,Probe,satan
1246,4968,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,38,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1256,5007,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.3,0.29,0.0,0.24,1.0,admin,Probe,portsweep
1269,5037,0,private,SF,1,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.53,255,9,0.04,0.29,0.0,0.0,0.0,0.0,superuser,Probe,satan
1273,5049,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,121,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1287,5115,7,ftp_data,RSTR,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,160,87,0.52,0.14,0.0,0.0,0.25,0.02,technician,Probe,portsweep
1288,5116,0,private,SF,1,1,0,0,0,0,15,0.0,0.0,0.0,0.0,0.93,255,14,0.05,0.94,0.16,0.0,0.77,0.0,technician,Probe,satan
1290,5126,0,private,REJ,0,0,0,0,0,0,134,0.06,0.0,0.93,1.0,0.01,255,1,0.0,0.73,0.03,0.0,0.5,1.0,superuser,Probe,satan
1291,5127,4,name,RSTR,0,0,0,0,0,0,53,0.0,0.0,1.0,1.0,0.04,255,2,0.01,0.12,0.0,0.0,0.85,1.0,technician,Probe,portsweep
1295,5142,0,ecr_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
1300,5171,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,73,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1302,5177,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,235,1,0.0,0.25,0.0,0.0,0.49,1.0,superuser,Probe,portsweep
1310,5197,0,other,REJ,0,0,0,0,0,0,509,0.09,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.14,0.0,0.84,1.0,admin,Probe,satan
1316,5218,0,private,REJ,0,0,0,0,0,0,157,0.04,0.0,0.89,1.0,0.01,255,1,0.0,0.62,0.02,0.0,0.55,1.0,technician,Probe,satan
1323,5246,0,private,REJ,0,0,0,0,0,0,319,0.03,0.0,0.95,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,superuser,Probe,satan
1336,5290,0,other,REJ,0,0,0,0,0,0,411,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,superuser,Probe,satan
1339,5300,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,96,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1342,5307,0,private,SF,1,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.12,255,7,0.03,0.85,0.16,0.0,0.68,0.0,superuser,Probe,satan
1344,5314,0,other,SF,1,0,0,0,0,0,43,0.0,0.0,0.0,0.0,0.23,255,10,0.04,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
1358,5353,0,private,SF,1,0,0,0,0,0,32,0.0,0.0,0.0,0.0,1.0,100,32,0.32,0.05,0.0,0.0,0.0,0.0,technician,Probe,satan
1369,5388,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,50,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1374,5407,0,exec,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.78,0.0,0.0,1.0,1.0,technician,Probe,portsweep
1378,5415,0,private,REJ,0,0,0,0,0,0,206,0.06,0.0,0.88,1.0,0.0,255,1,0.0,0.82,0.05,0.0,0.71,1.0,admin,Probe,satan
1379,5416,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.56,0.01,0.0,0.53,1.0,admin,Probe,portsweep
1395,5483,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,197,1,0.01,0.2,0.0,0.0,0.39,1.0,technician,Probe,portsweep
1399,5521,0,private,SF,215,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,109,93,0.85,0.02,0.0,0.0,0.0,0.0,technician,Probe,nmap
1404,5554,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,135,1,0.01,0.08,0.0,0.0,0.11,1.0,superuser,Probe,portsweep
1407,5566,0,other,REJ,0,0,0,0,0,0,422,0.08,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,admin,Probe,satan
1412,5578,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,162,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1413,5580,0,uucp_path,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,255,1,0.0,1.0,1.0,1.0,0.0,0.0,admin,Probe,nmap
1422,5611,0,other,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.17,255,2,0.01,0.15,0.0,0.0,0.49,0.0,admin,Probe,satan
1424,5615,0,finger,RSTO,0,0,0,0,0,0,173,0.0,0.0,1.0,1.0,0.01,255,3,0.01,0.36,0.0,0.0,0.93,0.33,admin,Probe,portsweep
1430,5649,0,other,REJ,0,0,0,0,0,0,509,0.22,0.0,0.77,1.0,0.0,255,1,0.0,1.0,0.26,0.0,0.74,1.0,admin,Probe,satan
1438,5683,0,private,SF,1,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.5,255,16,0.06,0.6,0.05,0.0,0.51,0.0,technician,Probe,satan
1443,5693,0,private,RSTR,0,0,0,0,0,0,2,0.0,0.0,0.5,1.0,0.5,255,1,0.0,0.65,0.0,0.0,0.65,1.0,admin,Probe,portsweep
1445,5703,0,private,SF,1,0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.08,255,3,0.01,0.24,0.0,0.0,0.04,0.0,admin,Probe,satan
1464,5791,0,private,SF,1,0,0,0,0,0,138,0.0,0.0,0.0,0.0,0.86,255,160,0.63,0.05,0.0,0.0,0.0,0.0,superuser,Probe,satan
1473,5825,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,56,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1476,5840,39602,imap4,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,technician,Probe,portsweep
1479,5846,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.23,0.0,0.0,0.22,1.0,superuser,Probe,portsweep
1481,5858,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
1493,5924,0,private,SF,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,255,4,0.02,0.72,0.02,0.0,0.62,0.0,technician,Probe,satan
1499,5948,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,181,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1502,5960,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,64,2,0.02,1.0,0.0,0.0,0.92,1.0,superuser,Probe,ipsweep
1509,5981,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.69,0.0,0.0,0.68,1.0,superuser,Probe,portsweep
1513,6004,4,ftp,SF,6,109,0,0,0,0,3,0.0,0.0,0.0,0.0,0.33,255,1,0.0,0.03,0.0,0.0,0.0,0.0,superuser,Probe,satan
1517,6023,0,private,SF,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.5,146,1,0.01,0.05,0.01,0.0,0.0,0.0,technician,Probe,satan
1530,6063,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,129,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1534,6087,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,128,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
1537,6100,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,80,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1540,6107,0,eco_i,SF,20,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,88,4,0.05,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
1542,6122,0,private,SF,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.2,255,44,0.17,0.32,0.0,0.0,0.0,0.0,technician,Probe,satan
1547,6142,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,95,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
1553,6156,1,echo,RSTOS0,0,0,0,0,0,0,230,0.63,0.5,0.37,0.5,0.01,255,2,0.01,0.38,0.57,0.5,0.33,0.5,technician,Probe,portsweep
1555,6170,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,163,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1556,6186,4229,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
1567,6220,0,private,REJ,0,0,0,0,0,0,19,0.0,0.0,1.0,1.0,0.05,255,1,0.0,0.41,0.0,0.0,0.11,1.0,admin,Probe,satan
1568,6222,12753,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.65,0.0,0.0,1.0,1.0,technician,Probe,portsweep
1602,6391,38977,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.51,0.0,0.0,1.0,1.0,admin,Probe,portsweep
1604,6397,0,private,SF,1,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.38,255,10,0.04,0.27,0.0,0.0,0.07,0.0,technician,Probe,satan
1611,6445,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,233,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
1618,6468,0,private,REJ,0,0,0,0,0,0,130,0.01,0.0,0.92,1.0,0.01,255,1,0.0,0.52,0.0,0.0,0.47,1.0,admin,Probe,satan
1621,6474,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1624,6478,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,156,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1625,6481,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,62,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
1627,6487,0,private,SF,1,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.06,255,1,0.0,0.38,0.16,0.0,0.18,0.0,superuser,Probe,satan
1631,6495,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,63,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
1641,6552,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,67,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
1646,6581,15,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.67,0.0,0.0,0.66,1.0,technician,Probe,portsweep
1653,6604,21846,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
1655,6608,0,private,SF,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.2,255,1,0.0,0.72,0.02,0.0,0.62,0.0,technician,Probe,satan
